site,transect,team,spcode,start,stop,dist
C1,1,AW,BG,45.1,45.9,0.8
C1,1,AW,HERB,45.9,46.1,0.2
C1,1,AW,BG,46.1,48,1.9
C1,1,AW,HERB,48,50,2
C1,1,AW,ACAGRE,48.5,50,1.5
C1,2,AW,BG,0,0.35,0.35
C1,2,AW,HERB,0.35,0.4,0.05
C1,2,AW,BG,0.4,0.55,0.15
C1,2,AW,HERB,0.5,0.6,0.1
C1,2,AW,BG,0.6,2,1.4
C1,2,AW,HERB,2,2.5,0.5
C1,2,AW,BG,2.5,2.95,0.45
C1,2,AW,HERB,2.95,3.2,0.25
C1,2,AW,BG,3.2,4.2,1
C1,2,AW,LARTRI,4.2,5.5,1.3
C1,2,AW,BG,5.5,6.15,0.65
C1,2,AW,AGALEC,6.15,7.2,1.05
C1,2,AW,BG,7.2,8.1,0.9
C1,2,AW,HERB,8.1,8.4,0.3
C1,2,AW,BG,8.4,9.8,1.4
C1,2,AW,astirr,9.8,11,1.2
C1,2,AW,BG,11,13.5,2.5
C1,2,AW,OPUDUL,13.5,14.5,1
C1,2,AW,BG,14.5,15.5,1
C1,2,AW,HERB,15.5,15.6,0.1
C1,2,AW,BG,15.6,17.3,1.7
C1,2,AW,HERB,17.3,17.7,0.4
C1,2,AW,BG,17.7,18.2,0.5
C1,2,AW,LARTRI,18.2,18.9,0.7
C1,2,AW,HERB,18.6,19,0.4
C1,2,AW,BG,19,21.2,2.2
C1,2,AW,AGALEC,21.2,21.6,0.4
C1,2,AW,BG,21.6,23.5,1.9
C1,2,AW,AGALEC,23.5,23.6,0.1
C1,2,AW,BG,23.6,24.6,1
C1,2,AW,astirr,24.6,25.5,0.9
C1,2,AW,BG,25.5,27.45,1.95
C1,2,AW,HERB,27.45,27.7,0.25
C1,2,AW,BG,27.7,29.3,1.6
C1,2,AW,HERB,29.3,30.2,0.9
C1,2,AW,BG,30.2,31.3,1.1
C1,2,AW,HERB,31.3,31.4,0.1
C1,2,AW,BG,31.4,31.7,0.3
C1,2,AW,AGALEC,31.7,32,0.3
C1,2,AW,BG,32,32.4,0.4
C1,2,AW,HERB,32.4,33.6,1.2
C1,2,AW,thidea,33,33.6,0.6
C1,2,AW,BG,33.6,34.6,1
C1,2,AW,HERB,34.6,34.7,0.1
C1,2,AW,BG,34.7,35.5,0.8
C1,2,AW,HERB,35.5,35.6,0.1
C1,2,AW,BG,35.6,36.4,0.8
C1,2,AW,HERB,36.4,36.6,0.2
C1,2,AW,BG,36.6,38.1,1.5
C1,2,AW,HERB,38.1,38.7,0.6
C1,2,AW,AGALEC,38.7,39,0.3
C1,2,AW,HERB,38.9,39.5,0.6
C1,2,AW,AGALEC,39.2,39.3,0.1
C1,2,AW,AGALEC,39.5,39.6,0.1
C1,2,AW,BG,39.6,40.2,0.6
C1,2,AW,legmin,40.2,40.3,0.1
C1,2,AW,BG,40.3,40.7,0.4
C1,2,AW,HERB,40.7,40.8,0.1
C1,2,AW,BG,40.8,42.2,1.4
C1,2,AW,HERB,42.2,42.6,0.4
C1,2,AW,AGALEC,42.6,43.5,0.9
C1,2,AW,BG,43.5,47.1,3.6
C1,2,AW,HERB,47.1,47.2,0.1
C1,2,AW,BG,47.2,47.8,0.6
C1,2,AW,HERB,47.8,48,0.2
C1,2,AW,AGALEC,48,48.2,0.2
C1,2,AW,BG,48.2,48.8,0.6
C1,2,AW,HERB,48.8,49.1,0.3
C1,2,AW,BG,49.1,50,0.9
C1,3,HC,legmin,0,0.2,0.2
C1,3,HC,BG,0.2,0.93,0.73
C1,3,HC,legmin,0.95,1.2,0.25
C1,3,HC,astirr,1,1.35,0.35
C1,3,HC,BG,1.35,5.6,4.25
C1,3,HC,HERB,5.6,6.6,1
C1,3,HC,astirr,6.6,7.7,1.1
C1,3,HC,DALFOR,7.9,8.1,0.2
C1,3,HC,BG,8.1,9.9,1.8
C1,3,HC,HERB,9.9,10.7,0.8
C1,3,HC,LEUCAN,10.7,11.8,1.1
C1,3,HC,BG,11.8,12.15,0.35
C1,3,HC,ACAGRE,12.2,13.15,0.95
C1,3,HC,BG,13.15,14.4,1.25
C1,3,HC,HERB,14.4,14.75,0.35
C1,3,HC,BG,14.75,15.5,0.75
C1,3,HC,HERB,15.5,16.1,0.6
C1,3,HC,BG,16.1,18.9,2.8
C1,3,HC,AGALEC,19,19.4,0.4
C1,3,HC,HERB,19.4,21.1,1.7
C1,3,HC,BG,21.1,22.1,1
C1,3,HC,ACAGRE,22.1,24.6,2.5
C1,3,HC,astirr,23.9,24.6,0.7
C1,3,HC,BG,24.6,27.1,2.5
C1,3,HC,HERB,27.2,29.5,2.3
C1,3,HC,BG,29.5,34.6,5.1
C1,3,HC,AGALEC,34.6,34.95,0.35
C1,3,HC,astirr,34.9,36.15,1.25
C1,3,HC,AGALEC,35.75,36.1,0.35
C1,3,HC,BG,36.1,37.9,1.8
C1,3,HC,astirr,37.9,38.2,0.3
C1,3,HC,BG,38.2,40.2,2
C1,3,HC,HERB,40.2,41.8,1.6
C1,3,HC,BG,41.8,45,3.2
C1,3,HC,astirr,45,46.05,1.05
C1,3,HC,BG,46.05,46.6,0.55
C1,3,HC,AGALEC,46.6,50,3.4
C1,4,HC,HERB,0,0.4,0.4
C1,4,HC,BG,0.4,3.3,2.9
C1,4,HC,LARTRI,3.3,4.4,1.1
C1,4,HC,HERB,4.4,5.1,0.7
C1,4,HC,BG,5.1,6.1,1
C1,4,HC,OPUAZU,6.1,6.3,0.2
C1,4,HC,BG,6.3,10.3,4
C1,4,HC,BG,10.3,15.7,5.4
C1,4,HC,astirr,15.7,16.3,0.6
C1,4,HC,HERB,16.3,17.4,1.1
C1,4,HC,BG,17.4,19.4,2
C1,4,HC,astirr,19.4,19.9,0.5
C1,4,HC,BG,19.9,22,2.1
C1,4,HC,astirr,22,23.2,1.2
C1,4,HC,HERB,23.2,24.4,1.2
C1,4,HC,BG,24.4,25.3,0.9
C1,4,HC,astirr,25.4,26,0.6
C1,4,HC,HERB,26,27,1
C1,4,HC,BG,27,29.7,2.7
C1,4,HC,ACAGRE,29.75,31.5,1.75
C1,4,HC,HERB,31.5,32.6,1.1
C1,4,HC,astirr,32.6,33.5,0.9
C1,4,HC,BG,33.5,36.6,3.1
C1,4,HC,HERB,36.6,38.8,2.2
C1,4,HC,BG,38.8,42.1,3.3
C1,4,HC,legmin,42.1,43.1,1
C1,4,HC,DASLEI,42.2,43.2,1
C1,4,HC,BG,43.2,45.9,2.7
C1,4,HC,legmin,45.9,46.2,0.3
C1,4,HC,BG,46.2,46.2,0
C1,4,HC,legmin,46.4,46.6,0.2
C1,4,HC,BG,46.6,48.5,1.9
C1,4,HC,OPUAZU,48.5,48.8,0.3
C1,4,HC,BG,48.8,50,1.2
C1,5,HC,legmin,0,0.4,0.4
C1,5,HC,astirr,0.2,1.7,1.5
C1,5,HC,AGALEC,1.1,1.6,0.5
C1,5,HC,AGALEC,1.7,1.95,0.25
C1,5,HC,AGALEC,2.15,2.6,0.45
C1,5,HC,BG,2.6,4.4,1.8
C1,5,HC,HERB,4.4,9.1,4.7
C1,5,HC,astirr,9.1,10.6,1.5
C1,5,HC,BG,10.6,10.9,0.3
C1,5,HC,astirr,10.9,11.5,0.6
C1,5,HC,BG,11.5,12.6,1.1
C1,5,HC,astirr,12.6,13.4,0.8
C1,5,HC,OPUDUL,13.4,14.2,0.8
C1,5,HC,astirr,14.2,15.5,1.3
C1,5,HC,BG,15.5,20.1,4.6
C1,5,HC,astirr,20.1,20.55,0.45
C1,5,HC,HERB,20.55,21.7,1.15
C1,5,HC,AGALEC,21.7,22.2,0.5
C1,5,HC,BG,22.2,22.4,0.2
C1,5,HC,AGALEC,22.4,22.6,0.2
C1,5,HC,BG,22.6,24.1,1.5
C1,5,HC,HERB,24.1,27.8,3.7
C1,5,HC,AGALEC,27.85,28.5,0.65
C1,5,HC,BG,28.5,30.25,1.75
C1,5,HC,EPHTOR,30.25,31.05,0.8
C1,5,HC,HERB,31.05,31.9,0.85
C1,5,HC,BG,31.9,33,1.1
C1,5,HC,HERB,33,33.7,0.7
C1,5,HC,legmin,33.7,33.85,0.15
C1,5,HC,legmin,33.85,34.1,0.25
C1,5,HC,HERB,34.15,35.15,1
C1,5,HC,BG,35.15,36.35,1.2
C1,5,HC,HERB,36.35,37.1,0.75
C1,5,HC,BG,37.1,38.1,1
C1,5,HC,HERB,38.1,38.5,0.4
C1,5,HC,BG,38.5,39.65,1.15
C1,5,HC,HERB,39.65,41.2,1.55
C1,5,HC,BG,41.2,42.1,0.9
C1,5,HC,HERB,42.1,42.6,0.5
C1,5,HC,BG,42.6,43.3,0.7
C1,5,HC,astirr,43.3,44.3,1
C1,5,HC,BG,44.3,45.5,1.2
C1,5,HC,AGALEC,45.5,45.8,0.3
C1,5,HC,BG,45.8,48.8,3
C1,5,HC,HERB,48.8,49.05,0.25
C1,5,HC,BG,49.05,49.85,0.8
C1,5,HC,legmin,49.85,50,0.15
C1,6,MS,BG,0,8.5,8.5
C1,6,MS,HERB,8.5,11.2,2.7
C1,6,MS,AGALEC,11.2,11.64,0.44
C1,6,MS,BG,11.64,11.97,0.33
C1,6,MS,ACAGRE,12.82,12.9,0.08
C1,6,MS,AGALEC,12.5,12.79,0.29
C1,6,MS,HERB,12.79,13.07,0.28
C1,6,MS,AGALEC,13.07,13.66,0.59
C1,6,MS,BG,13.66,14.96,1.3
C1,6,MS,HERB,14.96,15.46,0.5
C1,6,MS,ACAGRE,15.46,17.25,1.79
C1,6,MS,astirr,16.6,17.24,0.64
C1,6,MS,AGALEC,17.45,17.73,0.28
C1,6,MS,HERB,17.73,20.35,2.62
C1,6,MS,AGALEC,20.35,20.81,0.46
C1,6,MS,ACAGRE,20.72,21.41,0.69
C1,6,MS,BG,21.41,24.5,3.09
C1,6,MS,HERB,24.5,25.98,1.48
C1,6,MS,AGALEC,25.98,26.39,0.41
C1,6,MS,astirr,26.54,27.19,0.65
C1,6,MS,HERB,27.19,28.15,0.96
C1,6,MS,astirr,28.15,28.8,0.65
C1,6,MS,DALFOR,28.72,29.5,0.78
C1,6,MS,HERB,29.3,30.35,1.05
C1,6,MS,astirr,30.35,31.32,0.97
C1,6,MS,HERB,31.35,31.6,0.25
C1,6,MS,BG,31.6,32.88,1.28
C1,6,MS,HERB,32.88,34.15,1.27
C1,6,MS,astirr,34.15,34.78,0.63
C1,6,MS,DASLEI,34.3,35.89,1.59
C1,6,MS,BG,35.89,39.9,4.01
C1,6,MS,HERB,39.9,48.7,8.8
C1,6,MS,ACAGRE,48.71,49.38,0.67
C1,6,MS,ARTLUD,48.97,49.26,0.29
C1,6,MS,BG,49.4,49.95,0.55
C1,6,MS,LARTRI,49.95,50,0.05
C1,7,MS,HERB,0,0.5,0.5
C1,7,MS,BG,0.5,2.48,1.98
C1,7,MS,AGALEC,2.48,4.21,1.73
C1,7,MS,BG,4.21,4.84,0.63
C1,7,MS,AGALEC,4.84,5.56,0.72
C1,7,MS,BG,5.56,6.22,0.66
C1,7,MS,AGALEC,6.22,6.68,0.46
C1,7,MS,BG,6.68,7.57,0.89
C1,7,MS,astirr,7.57,7.63,0.06
C1,7,MS,ACAGRE,7.9,8.83,0.93
C1,7,MS,BG,7.63,7.9,0.27
C1,7,MS,DASLEI,8.43,9.08,0.65
C1,7,MS,BG,9.08,10.7,1.62
C1,7,MS,astirr,10.7,11.03,0.33
C1,7,MS,BG,11.03,18.3,7.27
C1,7,MS,astirr,18.3,19.91,1.61
C1,7,MS,BG,19.91,20.18,0.27
C1,7,MS,astirr,20.18,20.43,0.25
C1,7,MS,BG,20.43,21.4,0.97
C1,7,MS,DASLEI,21.4,21.87,0.47
C1,7,MS,AGALEC,21.76,22.22,0.46
C1,7,MS,BG,22.22,22.5,0.28
C1,7,MS,AGALEC,22.5,22.68,0.18
C1,7,MS,BG,22.68,22.93,0.25
C1,7,MS,AGALEC,22.93,23.66,0.73
C1,7,MS,BG,23.66,24.23,0.57
C1,7,MS,AGALEC,24.23,25.14,0.91
C1,7,MS,BG,25.14,26.55,1.41
C1,7,MS,AGALEC,26.55,26.67,0.12
C1,7,MS,BG,26.67,27.07,0.4
C1,7,MS,AGALEC,27.07,27.13,0.06
C1,7,MS,DALFOR,27.28,28.09,0.81
C1,7,MS,AGALEC,28.1,28.23,0.13
C1,7,MS,BG,28.23,29.1,0.87
C1,7,MS,DALFOR,29.1,29.43,0.33
C1,7,MS,BG,29.43,34.85,5.42
C1,7,MS,AGALEC,34.85,35.22,0.37
C1,7,MS,BG,35.32,35.56,0.24
C1,7,MS,AGALEC,35.56,35.93,0.37
C1,7,MS,BG,35.93,36.14,0.21
C1,7,MS,AGALEC,36.14,37.43,1.29
C1,7,MS,BG,37.43,38.28,0.85
C1,7,MS,HERB,38.28,39.1,0.82
C1,7,MS,astirr,39.1,39.95,0.85
C1,7,MS,AGALEC,39.3,40.14,0.84
C1,7,MS,ACAGRE,39.28,39.59,0.31
C1,7,MS,BG,40.5,42.94,2.44
C1,7,MS,HERB,42.94,43.65,0.71
C1,7,MS,LEUCAN,43.63,44.48,0.85
C1,7,MS,AGALEC,44.4,44.81,0.41
C1,7,MS,BG,44.81,45.11,0.3
C1,7,MS,HERB,45.11,46.25,1.14
C1,7,MS,BG,46.25,50,3.75
C1,8,MS,BG,0,2.25,2.25
C1,8,MS,DALFOR,2.25,2.5,0.25
C1,8,MS,BG,2.5,4.25,1.75
C1,8,MS,AGALEC,4.25,4.54,0.29
C1,8,MS,HERB,4.54,5,0.46
C1,8,MS,BG,5,7.13,2.13
C1,8,MS,ACAGRE,7.13,8.44,1.31
C1,8,MS,HERB,8.44,9.25,0.81
C1,8,MS,BG,9.25,11.6,2.35
C1,8,MS,HERB,11.6,12.69,1.09
C1,8,MS,BG,12.69,13.2,0.51
C1,8,MS,HERB,13.2,13.8,0.6
C1,8,MS,AGALEC,14.3,14.6,0.3
C1,8,MS,BG,13.9,14.5,0.6
C1,8,MS,BG,14.77,15.56,0.79
C1,8,MS,AGALEC,15.56,15.8,0.24
C1,8,MS,BG,15.8,17.13,1.33
C1,8,MS,astirr,17.13,18,0.87
C1,8,MS,AGALEC,17.69,18.63,0.94
C1,8,MS,ACAGRE,18.7,19.85,1.15
C1,8,MS,astirr,19.5,19.9,0.4
C1,8,MS,HERB,19.9,20.65,0.75
C1,8,MS,ACASCH,20.6,21.5,0.9
C1,8,MS,HERB,21.3,21.8,0.5
C1,8,MS,BG,21.8,26.93,5.13
C1,8,MS,HERB,26.93,28.5,1.57
C1,8,MS,ACASCH,28.5,29.2,0.7
C1,8,MS,BG,29.2,30.3,1.1
C1,8,MS,AGALEC,30.3,30.82,0.52
C1,8,MS,LARTRI,30.41,31.09,0.68
C1,8,MS,BG,31.09,31.84,0.75
C1,8,MS,ACASCH,31.84,32.6,0.76
C1,8,MS,HERB,32.6,35.7,3.1
C1,8,MS,ACASCH,32.22,35.63,3.41
C1,8,MS,BG,35.7,37.29,1.59
C1,8,MS,ARTLUD,37.29,37.65,0.36
C1,8,MS,HERB,37.65,38.44,0.79
C1,8,MS,BG,38.44,41.05,2.61
C1,8,MS,HERB,41.05,42.51,1.46
C1,8,MS,BG,42.51,43.53,1.02
C1,8,MS,HERB,43.53,44,0.47
C1,8,MS,BG,44,44.4,0.4
C1,8,MS,AGALEC,44.4,44.75,0.35
C1,8,MS,HERB,44.75,45.8,1.05
C1,8,MS,ACASCH,45.8,46.35,0.55
C1,8,MS,BG,46.35,49.1,2.75
C1,8,MS,HERB,49.1,50,0.9
C1,9,DR,BG,0,0.4,0.4
C1,9,DR,HERB,0.4,0.65,0.25
C1,9,DR,BG,0.65,1.1,0.45
C1,9,DR,HERB,1.1,1.3,0.2
C1,9,DR,BG,1.3,1.7,0.4
C1,9,DR,HERB,1.7,2.1,0.4
C1,9,DR,BG,2.1,3.4,1.3
C1,9,DR,HERB,3.4,8.2,4.8
C1,9,DR,OPUDUL,4.9,6.25,1.35
C1,9,DR,BG,8.2,8.9,0.7
C1,9,DR,HERB,8.9,11.9,3
C1,9,DR,astirr,9.1,9.9,0.8
C1,9,DR,astirr,10.7,11.3,0.6
C1,9,DR,BG,11.9,13.7,1.8
C1,9,DR,OPUDUL,13.7,13.8,0.1
C1,9,DR,HERB,13.8,14.1,0.3
C1,9,DR,BG,14.1,15.3,1.2
C1,9,DR,HERB,15.3,15.8,0.5
C1,9,DR,BG,15.8,16.3,0.5
C1,9,DR,OPUDUL,16.3,16.5,0.2
C1,9,DR,HERB,17.3,20.2,2.9
C1,9,DR,BG,20.2,20.8,0.6
C1,9,DR,HERB,20.8,23.5,2.7
C1,9,DR,astirr,21.1,21.5,0.4
C1,9,DR,BG,23.5,24.9,1.4
C1,9,DR,HERB,24.9,25.3,0.4
C1,9,DR,BG,25.3,26.5,1.2
C1,9,DR,HERB,26.5,28.3,1.8
C1,9,DR,astirr,26.9,28,1.1
C1,9,DR,BG,28.3,29,0.7
C1,9,DR,AGALEC,29,30.9,1.9
C1,9,DR,HERB,29.1,29.25,0.15
C1,9,DR,AGALEC,29.2,32.05,2.85
C1,9,DR,BG,30.9,33.3,2.4
C1,9,DR,HERB,32.05,35.7,3.65
C1,9,DR,BG,33.3,36.4,3.1
C1,9,DR,HERB,35.7,39.4,3.7
C1,9,DR,BG,36.4,39.4,3
C1,9,DR,astirr,39.4,40.2,0.8
C1,9,DR,HERB,40.2,41.4,1.2
C1,9,DR,AGALEC,40.35,40.7,0.35
C1,9,DR,BG,41.4,44.1,2.7
C1,9,DR,HERB,44.1,45,0.9
C1,9,DR,BG,45,45.5,0.5
C1,9,DR,HERB,45.5,47.8,2.3
C1,9,DR,astirr,46,46.5,0.5
C1,9,DR,BG,47.8,49,1.2
C1,9,DR,OPUAZU,49,50,1
C2,1,AW,JATDIO,0,0.4,0.4
C2,1,AW,BG,0.4,1.9,1.5
C2,1,AW,AGALEC,1.9,2.2,0.3
C2,1,AW,thigra,2.2,3.1,0.9
C2,1,AW,astirr,3.1,3.5,0.4
C2,1,AW,BG,3.5,4.8,1.3
C2,1,AW,JATDIO,4.8,5.9,1.1
C2,1,AW,astirr,5.9,6.4,0.5
C2,1,AW,BG,6.4,6.5,0.1
C2,1,AW,AGALEC,6.5,6.7,0.2
C2,1,AW,BG,6.7,7.2,0.5
C2,1,AW,JATDIO,7.2,7.45,0.25
C2,1,AW,BG,7.45,8.1,0.65
C2,1,AW,JATDIO,8.1,8.5,0.4
C2,1,AW,BG,8.5,11.8,3.3
C2,1,AW,HERB,11.8,12.3,0.5
C2,1,AW,BG,12.3,18.2,5.9
C2,1,AW,OPULEP,18.2,18.8,0.6
C2,1,AW,BG,18.8,19.9,1.1
C2,1,AW,JATDIO,19.9,20.5,0.6
C2,1,AW,GUAANG,20.5,22,1.5
C2,1,AW,BG,22,24,2
C2,1,AW,JATDIO,24,25,1
C2,1,AW,BG,25,27.7,2.7
C2,1,AW,AGALEC,27.7,27.8,0.1
C2,1,AW,BG,27.8,28.1,0.3
C2,1,AW,HERB,28.1,28.4,0.3
C2,1,AW,BG,28.4,30,1.6
C2,1,AW,AGALEC,30,30.6,0.6
C2,1,AW,thigra,30.6,31.3,0.7
C2,1,AW,AGALEC,30.8,31.3,0.5
C2,1,AW,BG,31.3,32.4,1.1
C2,1,AW,AGALEC,32.4,33,0.6
C2,1,AW,BG,33,42,9
C2,1,AW,LARTRI,42,43.8,1.8
C2,1,AW,LEUCAN,43.8,44.8,1
C2,1,AW,BG,44.8,45.8,1
C2,1,AW,OPULEP,45.8,46.2,0.4
C2,1,AW,AGALEC,46.1,46.4,0.3
C2,1,AW,OPULEP,47.2,47.5,0.3
C2,1,AW,LARTRI,47.5,50,2.5
C2,2,AW,BG,0,1.8,1.8
C2,2,AW,HERB,1.8,2.4,0.6
C2,2,AW,BG,2.4,5.2,2.8
C2,2,AW,HERB,5.2,5.4,0.2
C2,2,AW,BG,5.4,7.3,1.9
C2,2,AW,HERB,7.3,7.7,0.4
C2,2,AW,BG,7.7,11,3.3
C2,2,AW,GUAANG,11,11.3,0.3
C2,2,AW,BG,11.3,12.1,0.8
C2,2,AW,GUAANG,12.1,12.3,0.2
C2,2,AW,BG,12.3,13.9,1.6
C2,2,AW,astirr,13.9,14.6,0.7
C2,2,AW,BG,14.6,15.5,0.9
C2,2,AW,AGALEC,15.5,15.7,0.2
C2,2,AW,BG,15.7,20,4.3
C2,2,AW,AGALEC,20,20.4,0.4
C2,2,AW,BG,20.4,20.9,0.5
C2,2,AW,HERB,20.9,21,0.1
C2,2,AW,BG,21,21.8,0.8
C2,2,AW,AGALEC,21.8,21.9,0.1
C2,2,AW,BG,21.9,22.6,0.7
C2,2,AW,AGALEC,22.6,24,1.4
C2,2,AW,BG,24,24.8,0.8
C2,2,AW,HERB,24.8,24.9,0.1
C2,2,AW,BG,24.9,26.8,1.9
C2,2,AW,JATDIO,26.8,27.2,0.4
C2,2,AW,HERB,27.2,28.2,1
C2,2,AW,BG,28.2,29.3,1.1
C2,2,AW,AGALEC,29.3,29.5,0.2
C2,2,AW,BG,29.5,30.1,0.6
C2,2,AW,AGALEC,30.1,30.5,0.4
C2,2,AW,BG,30.5,31.7,1.2
C2,2,AW,AGALEC,31.7,32,0.3
C2,2,AW,BG,32,33.2,1.2
C2,2,AW,AGALEC,33.2,33.5,0.3
C2,2,AW,BG,33.5,34.1,0.6
C2,2,AW,AGALEC,34.1,34.4,0.3
C2,2,AW,BG,34.4,35,0.6
C2,2,AW,AGALEC,35,35.3,0.3
C2,2,AW,BG,35.3,38.4,3.1
C2,2,AW,AGALEC,38.4,38.8,0.4
C2,2,AW,HERB,38.8,39.1,0.3
C2,2,AW,BG,39.1,40.3,1.2
C2,2,AW,AGALEC,40.3,40.9,0.6
C2,2,AW,JATDIO,40.9,41.4,0.5
C2,2,AW,BG,41.4,42.4,1
C2,2,AW,AGALEC,42.4,42.6,0.2
C2,2,AW,BG,42.6,46,3.4
C2,2,AW,HERB,46,46.7,0.7
C2,2,AW,AGALEC,46.7,48,1.3
C2,2,AW,HERB,48,48.5,0.5
C2,2,AW,BG,48.5,50,1.5
C2,3,AW,BG,0,3.65,3.65
C2,3,AW,AGALEC,3.65,3.75,0.1
C2,3,AW,JATDIO,3.7,3.8,0.1
C2,3,AW,BG,3.8,4.4,0.6
C2,3,AW,HERB,4.4,4.9,0.5
C2,3,AW,JATDIO,4.9,5,0.1
C2,3,AW,AGALEC,5.2,5.4,0.2
C2,3,AW,BG,5.4,6.9,1.5
C2,3,AW,AGALEC,6.9,7.3,0.4
C2,3,AW,JATDIO,7.3,8.7,1.4
C2,3,AW,BG,8.7,11.8,3.1
C2,3,AW,thigra,11.8,12,0.2
C2,3,AW,BG,12,13.2,1.2
C2,3,AW,HERB,13.2,16.3,3.1
C2,3,AW,JATDIO,16.3,17.2,0.9
C2,3,AW,BG,17.2,18.6,1.4
C2,3,AW,HERB,18.6,19.7,1.1
C2,3,AW,BG,19.7,22.2,2.5
C2,3,AW,PROGLA,22.2,22.8,0.6
C2,3,AW,BG,22.8,23.9,1.1
C2,3,AW,HERB,23.9,24.1,0.2
C2,3,AW,BG,24.1,24.6,0.5
C2,3,AW,HERB,24.6,25.4,0.8
C2,3,AW,BG,25.4,25.7,0.3
C2,3,AW,AGALEC,25.7,25.9,0.2
C2,3,AW,fuzbal,25.9,26.35,0.45
C2,3,AW,BG,26.35,27.1,0.75
C2,3,AW,HERB,27.1,27.4,0.3
C2,3,AW,BG,27.4,29,1.6
C2,3,AW,HERB,29,29.5,0.5
C2,3,AW,BG,29.5,33.9,4.4
C2,3,AW,PROGLA,33.9,37.4,3.5
C2,3,AW,BG,37.4,41.8,4.4
C2,3,AW,AGALEC,41.8,42,0.2
C2,3,AW,BG,42,42.4,0.4
C2,3,AW,HERB,42.4,42.9,0.5
C2,3,AW,BG,42.9,43.7,0.8
C2,3,AW,AGALEC,43.7,44.7,1
C2,3,AW,BG,44.7,46.3,1.6
C2,3,AW,HERB,46.3,46.6,0.3
C2,3,AW,BG,46.6,48.3,1.7
