site,transect,team,spcode,start,stop,dist
C3,8,MS,thigra,35.05,35.9,0.85
C3,8,MS,HERB,35,35.99,0.99
C3,8,MS,BG,35.99,38.45,2.46
C3,8,MS,HERB,38.45,39.2,0.75
C3,8,MS,BG,39.2,41.88,2.68
C3,8,MS,LARTRI,41.88,43.7,1.82
C3,8,MS,BG,43.7,47.8,4.1
C3,8,MS,LARTRI,47.8,49.12,1.32
C3,8,MS,BG,49.12,50,0.88
C3,9,MS,BG,0,3.81,3.81
C3,9,MS,HERB,3.81,4,0.19
C3,9,MS,thigra,4,4.55,0.55
C3,9,MS,BG,4.55,6.1,1.55
C3,9,MS,thigra,6.1,6.69,0.59
C3,9,MS,BG,6.69,7.4,0.71
C3,9,MS,thigra,7.4,9.1,1.7
C3,9,MS,HERB,7.65,7.9,0.25
C3,9,MS,HERB,8.1,9.55,1.45
C3,9,MS,BG,9.1,12.7,3.6
C3,9,MS,LARTRI,12.7,12.95,0.25
C3,9,MS,HERB,13.2,13.6,0.4
C3,9,MS,HERB,13.65,13.8,0.15
C3,9,MS,BG,13.8,27.58,13.78
C3,9,MS,LARTRI,27.85,28.1,0.25
C3,9,MS,BG,28.1,29.35,1.25
C3,9,MS,thigra,29.35,29.88,0.53
C3,9,MS,BG,29.88,33.39,3.51
C3,9,MS,LARTRI,33.39,33.93,0.54
C3,9,MS,BG,33.93,39.1,5.17
C3,9,MS,JATDIO,39.1,40.13,1.03
C3,9,MS,BG,40.13,50,9.87
C3,10,MS,BG,0,5.5,5.5
C3,10,MS,LARTRI,5.5,5.8,0.3
C3,10,MS,BG,5.8,12.61,6.81
C3,10,MS,LARTRI,12.61,12.72,0.11
C3,10,MS,BG,12.72,13.3,0.58
C3,10,MS,ACASCH,13.3,14.27,0.97
C3,10,MS,BG,14.27,21.4,7.13
C3,10,MS,FOUSPL,21.4,22.29,0.89
C3,10,MS,BG,22.29,23.2,0.91
C3,10,MS,thigra,23.2,23.9,0.7
C3,10,MS,BG,23.9,27.6,3.7
C3,10,MS,LARTRI,27.6,28.35,0.75
C3,10,MS,BG,28.35,28.8,0.45
C3,10,MS,thigra,28.8,29.4,0.6
C3,10,MS,BG,29.4,37.33,7.93
C3,10,MS,thigra,37.33,38.25,0.92
C3,10,MS,BG,38.25,39.09,0.84
C3,10,MS,thigra,39.09,39.2,0.11
C3,10,MS,OPUAZU,39.6,40.83,1.23
C3,10,MS,BG,40.83,44.4,3.57
C3,10,MS,OPUAZU,44.4,45.25,0.85
C3,10,MS,BG,45.25,50,4.75
C3,11,DR,BG,0,0.85,0.85
C3,11,DR,thigra,0.85,1.6,0.75
C3,11,DR,BG,1.6,1.9,0.3
C3,11,DR,HERB,1.9,2.15,0.25
C3,11,DR,BG,2.15,3.6,1.45
C3,11,DR,thigra,3.6,4.45,0.85
C3,11,DR,BG,4.45,5.5,1.05
C3,11,DR,LARTRI,5.5,6.35,0.85
C3,11,DR,BG,6.35,7.4,1.05
C3,11,DR,thigra,7.4,9,1.6
C3,11,DR,BG,9,18.7,9.7
C3,11,DR,HERB,18.7,22,3.3
C3,11,DR,LARTRI,19.75,20.15,0.4
C3,11,DR,BG,22,23.05,1.05
C3,11,DR,LARTRI,23.05,24.2,1.15
C3,11,DR,BG,24.2,25.4,1.2
C3,11,DR,LARTRI,25.4,26.4,1
C3,11,DR,BG,26.4,27.55,1.15
C3,11,DR,thigra,27.55,28.3,0.75
C3,11,DR,BG,28.3,29.2,0.9
C3,11,DR,LARTRI,29.2,30.4,1.2
C3,11,DR,BG,30.4,31.8,1.4
C3,11,DR,FOUSPL,31.45,32.7,1.25
C3,11,DR,LARTRI,32.3,33.65,1.35
C3,11,DR,BG,33.4,36.9,3.5
C3,11,DR,HERB,36.9,37.5,0.6
C3,11,DR,BG,37.5,40,2.5
C3,11,DR,LARTRI,40,41.1,1.1
C3,11,DR,BG,41.1,44.9,3.8
C3,11,DR,LARTRI,43.65,43.9,0.25
C3,11,DR,thigra,43.9,45.85,1.95
C3,11,DR,BG,45.85,50,4.15
C3,11,DR,BG,0,1.9,1.9
C3,11,DR,thigra,1.9,2.45,0.55
C3,11,DR,LARTRI,2.8,3.2,0.4
C3,11,DR,BG,3.2,6.65,3.45
C3,11,DR,HERB,6.65,7.1,0.45
C3,11,DR,BG,7.1,8.9,1.8
C3,12,DR,HERB,8.9,9.75,0.85
C3,12,DR,LARTRI,9.7,10,0.3
C3,12,DR,BG,10,10.35,0.35
C3,12,DR,thigra,10.35,10.65,0.3
C3,12,DR,BG,10.65,12.05,1.4
C3,12,DR,LARTRI,12.05,12.45,0.4
C3,12,DR,BG,12.85,18.65,5.8
C3,12,DR,HERB,18.65,19.1,0.45
C3,12,DR,LARTRI,18.7,20,1.3
C3,12,DR,BG,20,24.7,4.7
C3,12,DR,thigra,24.7,25.4,0.7
C3,12,DR,HERB,25,25.8,0.8
C3,12,DR,BG,25.8,40.95,15.15
C3,12,DR,LARTRI,38.9,39.65,0.75
C3,12,DR,HERB,40.95,41.2,0.25
C3,12,DR,LARTRI,41.2,42.05,0.85
C3,12,DR,BG,42.05,44.9,2.85
C3,12,DR,HERB,44.9,45.1,0.2
C3,12,DR,BG,45.1,50,4.9
PT1,1,AW,RHUVIR,0.7,0.71,0.01
PT1,1,AW,BG,0,3.2,3.2
PT1,1,AW,RHUTRI,1,2,1
PT1,1,AW,JUNFLA,1.1,5.4,4.3
PT1,1,AW,HERB,3.2,3.4,0.2
PT1,1,AW,BG,3.4,3.8,0.4
PT1,1,AW,HERB,3.8,3.95,0.15
PT1,1,AW,PINCEM,5,6.7,1.7
PT1,1,AW,BG,3.9,6,2.1
PT1,1,AW,BG,6.05,7.15,1.1
PT1,1,AW,HERB,6,6.05,0.05
PT1,1,AW,JUNCOA,6.4,6.9,0.5
PT1,1,AW,HERB,7.15,7.4,0.25
PT1,1,AW,BG,7.4,10.6,3.2
PT1,1,AW,HERB,10.6,10.9,0.3
PT1,1,AW,BG,10.9,12.27,1.37
PT1,1,AW,HERB,12.27,13,0.73
PT1,1,AW,PINCEM,12.7,13.1,0.4
PT1,1,AW,BG,13,13.2,0.2
PT1,1,AW,HERB,13.2,13.75,0.55
PT1,1,AW,BG,13.75,14.1,0.35
PT1,1,AW,HERB,14.1,14.25,0.15
PT1,1,AW,BG,14.25,14.45,0.2
PT1,1,AW,HERB,14.45,14.7,0.25
PT1,1,AW,BG,14.7,15.9,1.2
PT1,1,AW,HERB,15.9,16.15,0.25
PT1,1,AW,BG,16.15,18.25,2.1
PT1,1,AW,HERB,18.25,22.8,4.55
PT1,1,AW,JUNDEP,18.8,25,6.2
PT1,1,AW,BG,22.8,27.1,4.3
PT1,1,AW,JUNCOA,25,26.75,1.75
PT1,1,AW,HERB,27.1,28.6,1.5
PT1,1,AW,HERB,29.1,30,0.9
PT1,1,AW,BG,28.6,29.1,0.5
PT1,1,AW,OPUCHI,30.05,30.07,0.02
PT1,1,AW,BG,30.07,30.4,0.33
PT1,1,AW,HERB,30.4,31.25,0.85
PT1,1,AW,JUNDEP,31.4,34.2,2.8
PT1,1,AW,BG,31.25,34,2.75
PT1,1,AW,HERB,34,37.8,3.8
PT1,1,AW,BG,37.8,38.4,0.6
PT1,1,AW,HERB,38.9,39,0.1
PT1,1,AW,BG,39,39.4,0.4
PT1,1,AW,BG,39.7,39.8,0.1
PT1,1,AW,HERB,39.8,40.1,0.3
PT1,1,AW,BG,40.1,41.1,1
PT1,1,AW,RHUVIR,41.1,41.3,0.2
PT1,1,AW,BG,41.3,42,0.7
PT1,1,AW,HERB,42,43.85,1.85
PT1,1,AW,OPUCHI,43.85,44.5,0.65
PT1,1,AW,BG,44.5,44.6,0.1
PT1,1,AW,HERB,44.6,44.7,0.1
PT1,1,AW,BG,44.7,46.4,1.7
PT1,1,AW,HERB,46.4,46.6,0.2
PT1,1,AW,BG,46.6,48,1.4
PT1,1,AW,HERB,48,48.3,0.3
PT1,1,AW,BG,48.3,48.9,0.6
PT1,1,AW,HERB,48.9,49.05,0.15
PT1,1,AW,BG,49.05,50,0.95
PT1,1,AW,JUNDEP,48.9,50,1.1
PT1,2,AW,BG,0.1,1,0.9
PT1,2,AW,HERB,0,0.1,0.1
PT1,2,AW,HERB,1,2,1
PT1,2,AW,JUNDEP,2.2,2.25,0.05
PT1,2,AW,BG,2.25,2.5,0.25
PT1,2,AW,HERB,2.5,2.6,0.1
PT1,2,AW,BG,2.6,3.3,0.7
PT1,2,AW,HERB,3.3,3.5,0.2
PT1,2,AW,BG,3.5,5,1.5
PT1,2,AW,PINCEM,3.9,11,7.1
PT1,2,AW,HERB,5,5.3,0.3
PT1,2,AW,BG,5.3,9,3.7
PT1,2,AW,HERB,9,9.2,0.2
PT1,2,AW,BG,9.2,9.9,0.7
PT1,2,AW,NOLERU,9.9,11.6,1.7
PT1,2,AW,RHUTRI,10.9,12,1.1
PT1,2,AW,BG,12,12.9,0.9
PT1,2,AW,HERB,12.9,13.4,0.5
PT1,2,AW,QUEGRI,13.5,17.9,4.4
PT1,2,AW,BG,13.4,15.7,2.3
PT1,2,AW,astirr,16.55,16.85,0.3
PT1,2,AW,ERILAR,17.2,17.3,0.1
PT1,2,AW,ERILAR,17.7,17.9,0.2
PT1,2,AW,BG,17.3,17.7,0.4
PT1,2,AW,astlin,18,19.1,1.1
PT1,2,AW,HERB,17.9,18,0.1
PT1,2,AW,ERILAR,19.1,19.3,0.2
PT1,2,AW,RHUVIR,19.2,23.65,4.45
PT1,2,AW,OPUCHI,18.3,18.7,0.4
PT1,2,AW,astirr,23.65,23.85,0.2
PT1,2,AW,BG,23.85,25.9,2.05
PT1,2,AW,astbro,25.9,26.6,0.7
PT1,2,AW,QUEGRI,26.6,28,1.4
PT1,2,AW,ERILAR,28,28.6,0.6
PT1,2,AW,BG,28.6,29.4,0.8
PT1,2,AW,ERILAR,29.4,30,0.6
PT1,2,AW,BG,30,30.4,0.4
PT1,2,AW,HERB,30.4,31,0.6
PT1,2,AW,ERILAR,31,31.3,0.3
PT1,2,AW,BG,31.3,32.1,0.8
PT1,2,AW,RHUVIR,32.1,33.2,1.1
PT1,2,AW,BG,33.2,36.4,3.2
PT1,2,AW,astirr,36.4,36.8,0.4
PT1,2,AW,DASLEI,37.1,37.15,0.05
PT1,2,AW,BG,36.8,37.3,0.5
PT1,2,AW,ERILAR,37.3,37.6,0.3
PT1,2,AW,BG,37.6,38,0.4
PT1,2,AW,ERILAR,38,38.35,0.35
PT1,2,AW,astirr,38.35,38.7,0.35
PT1,2,AW,BG,38.7,38.8,0.1
PT1,2,AW,ERILAR,38.8,39.3,0.5
PT1,2,AW,HERB,39.3,39.8,0.5
PT1,2,AW,BG,39.8,48,8.2
PT1,2,AW,JUNDEP,42.8,46,3.2
PT1,2,AW,QUEGRI,34.4,34.6,0.2
PT1,2,AW,RHUVIR,44.1,44.6,0.5
PT1,2,AW,astirr,44.75,45,0.25
PT1,2,AW,RHUTRI,45.8,46.15,0.35
PT1,2,AW,HERB,48,48.5,0.5
PT1,2,AW,RHUVIR,49.3,50,0.7
PT1,2,AW,AGAHAV,49.2,49.6,0.4
PT1,3,HC,HERB,0,0.5,0.5
PT1,3,HC,BG,0.5,2.25,1.75
PT1,3,HC,HERB,2.25,7.55,5.3
PT1,3,HC,BG,7.65,8.4,0.75
PT1,3,HC,HERB,8.4,8.6,0.2
PT1,3,HC,BG,8.6,9.4,0.8
PT1,3,HC,HERB,9.4,9.7,0.3
PT1,3,HC,BG,9.7,10.65,0.95
PT1,3,HC,OPUCHI,11,11.7,0.7
PT1,3,HC,HERB,11.7,17.8,6.1
PT1,3,HC,RHUTRI,17.8,18.65,0.85
PT1,3,HC,BG,18.65,19.1,0.45
PT1,3,HC,ERILAR,19.1,19.45,0.35
PT1,3,HC,HERB,19.45,20.6,1.15
PT1,3,HC,ERILAR,20.6,21,0.4
PT1,3,HC,BG,21,21.45,0.45
PT1,3,HC,ERILAR,21.65,22.2,0.55
PT1,3,HC,HERB,22.2,23.8,1.6
PT1,3,HC,BG,23.8,24.4,0.6
PT1,3,HC,ERILAR,24.4,24.75,0.35
PT1,3,HC,RHUVIR,24.45,26.85,2.4
PT1,3,HC,DASLEI,24.5,25.3,0.8
PT1,3,HC,BG,26.85,27.8,0.95
PT1,3,HC,ERILAR,27.8,28.2,0.4
PT1,3,HC,CERMON,28.2,32.25,4.05
PT1,3,HC,RHUVIR,30.4,33.8,3.4
PT1,3,HC,ERILAR,34.4,34.8,0.4
PT1,3,HC,BG,34.8,35.5,0.7
PT1,3,HC,ACACON,35.55,37.4,1.85
PT1,3,HC,JUNDEP,35.7,39.4,3.7
PT1,3,HC,astirr,35.7,36.2,0.5
PT1,3,HC,RHUVIR,36.3,38.15,1.85
PT1,3,HC,astirr,39.5,40.7,1.2
PT1,3,HC,OPUCHI,40.7,41.05,0.35
PT1,3,HC,BG,41.3,42.8,1.5
PT1,3,HC,HERB,42.9,43.3,0.4
PT1,3,HC,JUNCOA,43.3,50,6.7
PT1,3,MS,HERB,0,3.5,3.5
PT1,3,MS,ACACON,3.5,4.75,1.25
PT1,3,MS,HERB,4.75,5,0.25
PT1,3,MS,BG,5,5.5,0.5
PT1,3,MS,HERB,5.5,6.52,1.02
PT1,3,MS,ACACON,6.52,7.13,0.61
PT1,3,MS,HERB,7.13,9.2,2.07
PT1,3,MS,ACACON,9.2,13.5,4.3
PT1,3,MS,HERB,13.5,20.05,6.55
PT1,3,MS,RHUVIR,20.05,21.53,1.48
PT1,3,MS,HERB,21.53,24.28,2.75
PT1,3,MS,RHUTRI,24.28,25.6,1.32
PT1,3,MS,HERB,25.6,26.43,0.83
PT1,3,MS,RHUTRI,26.43,26.55,0.12
PT1,3,MS,HERB,26.55,28.52,1.97
PT1,3,MS,JUNFLA,28.52,29,0.48
PT1,3,MS,HERB,29,31.3,2.3
PT1,3,MS,JUNDEP,32.22,32.35,0.13
PT1,3,MS,HERB,32.35,50,17.65
PT1,3,MS,JUNFLA,38.41,38.66,0.25
PT1,3,MS,NOLERU,43.7,43.75,0.05
PT1,4,MS,BG,0,2.3,2.3
PT1,4,MS,HERB,2.3,2.8,0.5
PT1,4,MS,BG,2.8,3.44,0.64
PT1,4,MS,OPUCHI,3.44,3.49,0.05
PT1,4,MS,JUNFLA,3.11,7,3.89
PT1,4,MS,NOLERU,4.1,4.44,0.34
PT1,4,MS,HERB,2.99,44.49,41.5
PT1,4,MS,astlin,7.9,8.15,0.25
PT1,4,MS,NOLERU,9,10.4,1.4
PT1,4,MS,OPUCHI,15.8,16.1,0.3
PT1,4,MS,astbro,15.7,16.65,0.95
PT1,4,MS,ACACON,19.4,20.4,1
PT1,4,MS,CERMON,22.31,22.32,0.01
PT1,4,MS,OPUCHI,23.55,23.9,0.35
PT1,4,MS,PINCEM,27.93,34.85,6.92
PT1,4,MS,ERILAR,37.05,37.3,0.25
PT1,4,MS,RHUTRI,41.05,42.1,1.05
PT1,4,MS,NOLERU,41.3,43.35,2.05
PT1,4,MS,AGAHAV,44.22,44.25,0.03
PT1,4,MS,PINCEM,41.4,47.98,6.58
PT1,4,MS,JUNCOA,47.1,50,2.9
PT2,1,AW,QUEGRA,0,3.6,3.6
PT2,1,AW,BG,0,2.45,2.45
PT2,1,AW,HERB,2.45,2.55,0.1
PT2,1,AW,JUNDEP,2.8,3.8,1
PT2,1,AW,BG,2.55,3.45,0.9
PT2,1,AW,HERB,3.45,3.5,0.05
PT2,1,AW,BG,3.5,5.3,1.8
PT2,1,AW,JUNDEP,4.6,6.1,1.5
PT2,1,AW,BG,5.3,5.4,0.1
PT2,1,AW,QUEGRI,6.4,9.4,3
PT2,1,AW,BG,5.4,8.3,2.9
PT2,1,AW,HERB,8.3,8.9,0.6
PT2,1,AW,BG,8.4,8.8,0.4
PT2,1,AW,HERB,8.8,9.1,0.3
PT2,1,AW,BG,9.1,9.35,0.25
PT2,1,AW,HERB,9.35,9.45,0.1
PT2,1,AW,BG,9.45,9.75,0.3
PT2,1,AW,QUEGRI,9.8,10.4,0.6
PT2,1,AW,HERB,9.75,10.1,0.35
PT2,1,AW,BG,10.1,11,0.9
PT2,1,AW,HERB,11,11.1,0.1
PT2,1,AW,QUEEMO,11.45,11.5,0.05
PT2,1,AW,JUNDEP,11.5,13.35,1.85
PT2,1,AW,NOLERU,13,13.3,0.3
PT2,1,AW,BG,11.1,13,1.9
PT2,1,AW,BG,13.3,15.5,2.2
PT2,1,AW,JUNDEP,14,15.2,1.2
PT2,1,AW,HERB,15.5,16,0.5
PT2,1,AW,NOLERU,16,17.3,1.3
PT2,1,AW,JUNFLA,15.3,18.4,3.1
PT2,1,AW,JUNDEP,17.85,19,1.15
PT2,1,AW,PINCEM,12,23.6,11.6
PT2,1,AW,BG,19,20.7,1.7
PT2,1,AW,JUNDEP,19.8,20.9,1.1
PT2,1,AW,BG,20.9,21.4,0.5
PT2,1,AW,JUNDEP,21.4,23.6,2.2
PT2,1,AW,QUEEMO,21.7,22,0.3
PT2,1,AW,QUEGRI,23.55,23.6,0.05
PT2,1,AW,BG,22,23.1,1.1
PT2,1,AW,HERB,23.1,23.25,0.15
PT2,1,AW,BG,23.6,23.85,0.25
PT2,1,AW,HERB,23.85,23.9,0.05
PT2,1,AW,BG,23.9,24.45,0.55
PT2,1,AW,HERB,24.45,24.65,0.2
PT2,1,AW,JUNDEP,24.8,25.15,0.35
PT2,1,AW,BG,25.15,26.7,1.55
PT2,1,AW,PINCEM,25.5,29.5,4
PT2,1,AW,HERB,26.7,27.2,0.5
PT2,1,AW,BG,27.2,28.05,0.85
PT2,1,AW,HERB,28.05,28.2,0.15
PT2,1,AW,BG,28.2,30,1.8
PT2,1,AW,HERB,30,30.05,0.05
PT2,1,AW,PINCEM,30.5,34,3.5
PT2,1,AW,BG,30.05,30.7,0.65
PT2,1,AW,HERB,30.7,31.1,0.4
PT2,1,AW,BG,31.1,31.5,0.4
PT2,1,AW,HERB,31.65,31.85,0.2
PT2,1,AW,NOLERU,31.85,32.05,0.2
PT2,1,AW,HERB,32.05,32.3,0.25
PT2,1,AW,QUEGRI,32.3,32.5,0.2
PT2,1,AW,HERB,32.5,32.6,0.1
PT2,1,AW,BG,32.6,33.1,0.5
PT2,1,AW,HERB,33.1,33.2,0.1
PT2,1,AW,BG,33.2,33.35,0.15
PT2,1,AW,HERB,33.35,39.1,5.75
PT2,1,AW,JUNDEP,34,35.5,1.5
PT2,1,AW,BG,34.1,34.5,0.4
PT2,1,AW,HERB,34.5,34.65,0.15
PT2,1,AW,BG,34.65,35.1,0.45
PT2,1,AW,HERB,35.1,35.25,0.15
PT2,1,AW,BG,35.25,37.3,2.05
PT2,1,AW,QUEGRI,35.9,37.3,1.4
PT2,1,AW,HERB,37.3,37.6,0.3
PT2,1,AW,BG,37.6,38.55,0.95
PT2,1,AW,JUNFLA,38.4,42.1,3.7
PT2,1,AW,HERB,38.55,38.67,0.12
PT2,1,AW,BG,38.07,38.9,0.83
PT2,1,AW,HERB,38.9,39.1,0.2
PT2,1,AW,BG,39.1,39.7,0.6
PT2,1,AW,HERB,39.7,40.05,0.35
PT2,1,AW,BG,40.05,40.4,0.35
PT2,1,AW,HERB,40.4,40.45,0.05
PT2,1,AW,BG,40.45,42.5,2.05
PT2,1,AW,JUNDEP,42.5,43.05,0.55
PT2,1,AW,BG,43.05,44.4,1.35
PT2,1,AW,HERB,44.4,44.6,0.2
PT2,1,AW,BG,44.6,45.1,0.5
PT2,1,AW,HERB,45.1,45.5,0.4
PT2,1,AW,NOLERU,45.5,45.65,0.15
PT2,1,AW,JUNDEP,45.65,45.8,0.15
PT2,1,AW,HERB,45.65,46.95,1.3
PT2,1,AW,BG,46.95,47.2,0.25
PT2,1,AW,JUNDEP,46.9,47.1,0.2
PT2,1,AW,HERB,47.2,47.7,0.5
PT2,1,AW,JUNDEP,47.7,47.9,0.2
PT2,1,AW,HERB,48,49.35,1.35
PT2,1,AW,BG,49.35,49.9,0.55
PT2,1,AW,NOLERU,49,49.95,0.95
PT2,1,AW,JUNDEP,48.75,50,1.25
PT2,2,MS,JUNDEP,0,0.1,0.1
PT2,2,MS,HERB,0,2.4,2.4
PT2,2,MS,JUNDEP,1.3,2.25,0.95
PT2,2,MS,QUEEMO,3,8.35,5.35
PT2,2,MS,QUEGRI,3.6,8.71,5.11
PT2,2,MS,JUNDEP,6.1,6.6,0.5
PT2,2,MS,PINCEM,6,11.7,5.7
PT2,2,MS,QUEGRA,9.8,17.9,8.1
PT2,2,MS,PINCEM,16.1,33.2,17.1
PT2,2,MS,NOLERU,18.5,20.7,2.2
PT2,2,MS,AGAHAV,25.9,26.33,0.43
PT2,2,MS,AGAHAV,33.25,33.41,0.16
PT2,2,MS,QUEGRI,28.8,29.45,0.65
PT2,2,MS,QUEGRA,32.34,38.8,6.46
PT2,2,MS,QUEEMO,39.9,39.93,0.03
PT2,2,MS,PINCEM,35.05,42.68,7.63
PT2,2,MS,JUNDEP,44.9,46.4,1.5
PT2,2,MS,NOLERU,44.4,46.15,1.75
PT2,2,MS,NOLERU,37.05,40.1,3.05
PT2,2,MS,JUNDEP,49.6,50,0.4
PT2,3,MS,HERB,5.11,50,44.89
PT2,3,MS,HERB,0,32.9,32.9
PT2,3,MS,PINCEM,2.2,8.25,6.05
PT2,3,MS,QUEGRI,3.5,6.6,3.1
PT2,3,MS,JUNDEP,11.46,13,1.54
PT2,3,MS,JUNFLA,13.35,19.8,6.45
PT2,3,MS,QUEGRI,16.61,19.35,2.74
PT2,3,MS,JUNDEP,21.55,24.4,2.85
PT2,3,MS,PINCEM,20.85,40.45,19.6
PT2,3,MS,QUEGRI,25,26.4,1.4
PT2,3,MS,JUNDEP,26.7,29.71,3.01
PT2,3,MS,NOLERU,29.9,31.9,2
PT2,3,MS,JUNFLA,34.7,35.75,1.05
PT2,3,MS,QUEEMO,39.8,40.4,0.6
PT2,3,MS,JUNFLA,43.8,47.1,3.3
PT2,3,MS,HERB,41.1,44.6,3.5
PT2,3,MS,QUEEMO,46.7,49.5,2.8
PT2,3,MS,AGAHAV,45.9,46.7,0.8
PT2,3,MS,NOLERU,48.2,50,1.8
PT2,4,DR,PINCEM,0,5.4,5.4
PT2,4,DR,JUNDEP,4.6,5.25,0.65
PT2,4,DR,HERB,0,7.1,7.1
PT2,4,DR,QUEEMO,6,6.4,0.4
PT2,4,DR,PINCEM,6.65,11.1,4.45
PT2,4,DR,HERB,10.7,18.2,7.5
PT2,4,DR,JUNDEP,12,15.9,3.9
PT2,4,DR,NOLERU,12.1,12.2,0.1
PT2,4,DR,NOLERU,13.7,13.85,0.15
PT2,4,DR,QUEGRI,15,18.05,3.05
PT2,4,DR,OPUCHI,15.85,15.95,0.1
PT2,4,DR,JUNDEP,17.35,18,0.65
PT2,4,DR,JUNFLA,18.45,19.9,1.45
PT2,4,DR,NOLERU,19.35,21.25,1.9
PT2,4,DR,QUEGRI,19.6,23.8,4.2
PT2,4,DR,JUNDEP,22.2,23.65,1.45
PT2,4,DR,HERB,22.3,28.7,6.4
PT2,4,DR,QUEGRI,24.3,26.4,2.1
PT2,4,DR,JUNDEP,24.8,27.5,2.7
PT2,4,DR,PINCEM,27.95,28,0.05
PT2,4,DR,NOLERU,28.6,30.6,2
PT2,4,DR,PINCEM,30.55,31.3,0.75
PT2,4,DR,QUEGRI,32.4,33.2,0.8
PT2,4,DR,HERB,32.5,35.1,2.6
PT2,4,DR,PINCEM,32.55,32.75,0.2
PT2,4,DR,JUNDEP,35.15,36.3,1.15
PT2,4,DR,NOLERU,35.7,37.5,1.8
PT2,4,DR,JUNDEP,36.9,38.9,2
PT2,4,DR,SALREG,38.4,38.95,0.55
PT2,4,DR,QUEGRI,38.9,41.7,2.8
PT2,4,DR,NOLERU,38.4,40.1,1.7
PT2,4,DR,PINCEM,42.7,43,0.3
PT2,4,DR,JUNDEP,44,45.15,1.15
PT2,4,DR,JUNDEP,46.1,46.85,0.75
PT2,4,DR,JUNFLA,47,47.4,0.4
PT2,4,DR,QUEGRI,47.35,50,2.65
PT2,4,DR,HERB,49.6,50,0.4
